created_at;_id;Origem;Destino;Mês;Dia da Semana;shipping.type;coupon.code;coupon.title;status_object.reason;cancellation_reason_translate;pharmacy_id;coupon.discount;total
02/03/2024 11:08;01HQZQY8VW6NEC-1;DF-BRASILIA;df-brasilia;3;7;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13593;20;118,38
02/03/2024 11:08;01HQZQWZ21FJYW-1;PR-CURITIBA;pr-curitiba;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;6037;;31,99
02/03/2024 10:53;01HQZQ10ZV0GPP-1;DF-BRASILIA;df-brasilia;3;7;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;1430;0;31,95
02/03/2024 10:45;01HQZPKQ4SJ3XM-1;BA-SALVADOR;ba-salvador;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;349;;34,31
02/03/2024 10:45;01HQZPJESZ4DCR-1;SP-CARAPICUIBA;sp-carapicuiba;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;15001;;54,11
02/03/2024 10:42;01HQZPEGZT1R4C-1;RJ-NITEROI;rj-niteroi;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;3884;;25,89
02/03/2024 10:33;01HQZNXEWKHJ7A-1;PE-RECIFE;pe-recife;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;11640;;96,8
02/03/2024 10:32;01HQZNVSGB82D6-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;7;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;3283;0;83,42
02/03/2024 10:26;01HQZNG20ARSFN-1;BA-SALVADOR;ba-salvador;3;7;DELIVERY;;;CANCELLATION_OTHER;Outro;8679;;29,98
02/03/2024 10:26;01HQZNFY6AN787-1;SP-SAO PAULO;sp-sao paulo;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12109;;293,4
02/03/2024 10:12;01HQZMPCTZPVXS-1;MG-CONTAGEM;mg-contagem;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14037;;36,89
02/03/2024 10:09;01HQZMH5BEN4CX-1;SP-SAO PAULO;sp-sao paulo;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;276;;30,19
02/03/2024 10:02;01HQZM4WDREA68-1;BA-SALVADOR;ba-salvador;3;7;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;10939;9,6;54,38
02/03/2024 09:57;01HQZKV5KE3HQW-1;CE-FORTALEZA;ce-fortaleza;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12549;;32,09
02/03/2024 09:55;01HQZKQV4QT756-1;PR-CURITIBA;pr-curitiba;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1000;;44,7
02/03/2024 09:28;01HQZJ628X4CE6-1;DF-BRASILIA;df-brasilia;3;7;PICKUP;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_GAVE_UP;Desistência do Cliente;13592;20;78,43
02/03/2024 09:05;01HQZGWPV6DK06-1;SP-SAO PAULO;sp-sao paulo;3;7;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;DISTRIBUTOR_OUT_OF_STOCK;;12134;8,38;47,49
02/03/2024 09:00;01HQZGJJATDJH9-1;PR-PONTA GROSSA;pr-ponta grossa;3;7;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;5545;;55,92
02/03/2024 08:59;01HQZGHBXEH0N9-1;DF-BRASILIA;df-brasilia;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;11224;;51,8
02/03/2024 08:50;01HQZG05Q1J2VS-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13197;;33,99
02/03/2024 08:44;01HQZFP221T69W-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;7;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13197;0;23,99
02/03/2024 08:28;01HQZERNGKM698-1;SC-TUBARAO;sc-tubarao;3;7;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13924;20;127,53
02/03/2024 08:21;01HQZEB7MDA1YH-1;SP-SANTO ANDRE;sp-santo andre;3;7;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;DISTRIBUTOR_OUT_OF_STOCK;;12846;20;78,71
02/03/2024 08:16;01HQZE32HFGTFD-1;AL-MACEIO;al-maceio;3;7;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;10109;20;166,69
02/03/2024 07:27;01HQZB8644YXXP-1;SP-SAO PAULO;sp-sao paulo;3;7;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;DISTRIBUTOR_OUT_OF_STOCK;;275;10;69,32
02/03/2024 01:52;01HQYR2TCGN372-1;DF-BRASILIA;df-brasilia;3;7;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14234;0;150,96
02/03/2024 00:08;01HQYJ4WBH1Z8F-1;SP-SAO PAULO;sp-sao paulo;3;7;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12109;;293,4
01/03/2024 22:02;01HQYAX9NE3WV4-1;AL-MACEIO;al-maceio;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_GAVE_UP;Desistência do Cliente;10109;20;99,98
01/03/2024 21:51;01HQYAAXGJEHDT-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_GAVE_UP;Desistência do Cliente;220;8,25;46,74
01/03/2024 21:37;01HQY9GBWQ1REY-1;SP-ITAPEVI;sp-jandira;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;11482;;60,89
01/03/2024 21:27;01HQY8YZXRGKP0-1;RS-ALVORADA;rs-alvorada;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13414;7,2;40,78
01/03/2024 20:54;01HQY71G76571F-1;PR-PONTA GROSSA;pr-ponta grossa;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;1303;;61,12
01/03/2024 20:37;01HQY636DYN5E8-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;15044;;57,9
01/03/2024 20:26;01HQY5ET89BG2D-1;CE-FORTALEZA;ce-fortaleza;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14407;;10,25
01/03/2024 20:23;01HQY58DPX9VWT-1;PR-CAMBE;pr-cambe;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;587;;24,32
01/03/2024 20:05;01HQY48EC59W2Z-1;SE-NOSSA SENHORA DO SOCORRO;se-nossa senhora do socorro;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;7636;0;49,63
01/03/2024 19:54;01HQY3MEXWXGBH-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2771;;41,98
01/03/2024 19:41;MK24030185M89S-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14114;0;35,97
01/03/2024 19:21;01HQY1PJW7QESF-1;SP-SAO JOSE DO RIO PRETO;sp-sao jose do rio preto;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13110;;32,89
01/03/2024 19:15;01HQY1BRZZAAB6-1;RS-ALVORADA;rs-alvorada;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13841;;91,45
01/03/2024 19:11;01HQY14BX2AQ6A-1;SP-SAO PAULO;sp-diadema;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_GAVE_UP;Desistência do Cliente;12053;9,43;53,46
01/03/2024 18:54;MK240301PUC5LU-1;RS-NOVO HAMBURGO;rs-novo hamburgo;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2260;0;46,99
01/03/2024 18:29;MK2403019HVKD4-2;SP-SAO PAULO;sp-barueri;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13912;0;223,96
01/03/2024 18:25;01HQXYFY35BTQA-1;PR-CURITIBA;pr-sao jose dos pinhais;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8517;7,2;40,78
01/03/2024 18:18;MK24030181BG8V-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;13390;0;57,57
01/03/2024 18:03;01HQXX8SA56GR8-1;PR-CURITIBA;pr-sao jose dos pinhais;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8517;7,35;41,63
01/03/2024 17:59;01HQXX2083F0XD-1;SC-INDAIAL;sc-indaial;3;6;PICKUP;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_GAVE_UP;Desistência do Cliente;5444;20;87,98
01/03/2024 17:18;01HQXTN93AC3PX-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;1952;;17,71
01/03/2024 17:05;01HQXSYEBHJ641-1;PR-CAMPINA GRANDE DO SUL;pr-campina grande do sul;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9778;20;85,89
01/03/2024 17:05;01HQXSY3J425Z1-1;PR-PARANAGUA;pr-paranagua;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;6181;;77,8
01/03/2024 16:17;01HQXQ79GMJY3T-1;RJ-NITEROI;rj-niteroi;3;6;PICKUP;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;11504;;339,94
01/03/2024 16:01;01HQXP8ZQ7Y72Z-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13565;;22,57
01/03/2024 15:46;01HQXND4PDBTEW-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;1070;;25,69
01/03/2024 15:43;01HQXN803SMT14-2;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9776;;22,99
01/03/2024 15:40;MK240301FAY7DT-1;PR-CURITIBA;pr-curitiba;3;6;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1193;0;78,6
01/03/2024 15:37;01HQXMXJ1GGP3G-1;PR-SAO JOSE DOS PINHAIS;pr-piraquara;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13670;;57,72
01/03/2024 15:11;MK240301CNIVA4-4;DF-BRASILIA;df-brasilia;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;14234;0;51,96
01/03/2024 14:55;01HQXJGG00A499-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12923;;103,46
01/03/2024 14:44;MK2403012P99L5-1;PR-PARANAGUA;pr-paranagua;3;6;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;6181;0;32,67
01/03/2024 14:43;01HQXHV6FPTK46-1;PE-JABOATAO DOS GUARARAPES;pe-recife;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OTHER;Outro;14193;7,77;49,02
01/03/2024 14:41;01HQXHP9YV81JM-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13598;20;70,97
01/03/2024 14:24;01HQXGPQBKYPYT-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;342;20;127,8
01/03/2024 14:08;MK2403019UBKUS-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13497;0;55,49
01/03/2024 14:02;01HQXFG4BMMDQD-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13601;;79,98
01/03/2024 13:37;01HQXE129RM012-1;AL-MACEIO;al-maceio;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;10057;20;71,94
01/03/2024 13:36;01HQXDYZRCPP7F-1;GO-GOIANIA;go-goiania;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;517;;28,95
01/03/2024 13:10;01HQXCGR3R050D-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13590;0;78,8
01/03/2024 13:01;01HQXBZX026GG5-1;BA-LAURO DE FREITAS;ba-lauro de freitas;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14499;;36,33
01/03/2024 12:47;01HQXB6KPH8YW5-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9013;20;71,89
01/03/2024 12:43;01HQXAY2NGDBAA-1;PR-ARAUCARIA;pr-araucaria;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1004;;57,89
01/03/2024 12:41;MK240301WEUWU7-1;MG-BELO HORIZONTE;mg-belo horizonte;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;2043;;21,39
01/03/2024 12:27;01HQXA1BQDMFGZ-1;DF-BRASILIA;df-brasilia;3;6;PICKUP;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14234;20;96,98
01/03/2024 12:25;MK2403013CM5C3-1;MG-BELO HORIZONTE;mg-belo horizonte;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4604;8,49;48,12
01/03/2024 12:24;01HQX9W3PM9MYF-1;SP-SAO JOSE DO RIO PRETO;sp-sao jose do rio preto;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_GAVE_UP;Desistência do Cliente;13110;8,52;53,26
01/03/2024 12:22;01HQX9RG8T4C3W-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_AREA_NOT_COVERED;Área de entrega não atendida;3283;;67,98
01/03/2024 12:22;MK240301TDA5WZ-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4697;0;52,7
01/03/2024 12:19;01HQX9HVPFCNYF-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13145;;32,48
01/03/2024 12:02;01HQX8JXD8D4C7-1;PE-CAMARAGIBE;pe-recife;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14840;;26,89
01/03/2024 11:38;01HQX786GBKCWH-1;RJ-NITEROI;rj-sao gonçalo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;11504;;37,96
01/03/2024 11:38;MK240301XL9S12-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;2232;;17,5
01/03/2024 11:28;MK240301CZANF2-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14503;0;56,81
01/03/2024 11:23;01HQX6CRZAMAMX-2;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14600;;34,15
01/03/2024 11:23;01HQX6CRZAMAMX-3;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;5204;;18,5
01/03/2024 11:23;01HQX6CRZAMAMX-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9042;;20,45
01/03/2024 11:21;01HQX685306TME-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13592;20;78,98
01/03/2024 11:20;01HQX66V2BDG99-1;SP-SAO PAULO;sp-guarulhos;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2381;;19,85
01/03/2024 11:17;MK2403012QC21A-1;SP-SAO CAETANO DO SUL;sp-sao caetano do sul;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;5665;0;78,77
01/03/2024 11:00;MK240301E1V875-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;220;0;52,79
01/03/2024 10:44;01HQX43WK2W4J2-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1136;;95
01/03/2024 10:41;01HQX3ZASNN2VT-1;SP-SAO PAULO;sp-itaquaquecetuba;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;187;;26,63
01/03/2024 10:33;01HQX3GD9WQJXJ-1;PE-RECIFE;pe-recife;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9628;;34,99
01/03/2024 10:31;01HQX3C19AGZ7C-1;MG-BELO HORIZONTE;mg-belo horizonte;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4604;;28,93
01/03/2024 10:25;01HQX31PMKC3YW-1;SP-SANTO ANDRE;sp-santo andre;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1109;;71,99
01/03/2024 10:25;MK24030144H303-1;SP-SAO CARLOS;sp-salto;3;6;DELIVERY;livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13636;0;58,64
01/03/2024 10:21;01HQX2VCCRVNVP-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9042;;41,92
01/03/2024 10:21;01HQX2VAYAJA4Z-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13538;0;74,8
01/03/2024 10:15;01HQX2FBW8D8CS-1;GO-SENADOR CANEDO;mg-montes claros;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;10931;;44,1
01/03/2024 10:01;01HQX1PBWS3P5H-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9018;20;77,79
01/03/2024 09:43;01HQX0MWJD7BAH-1;RJ-RIO DAS OSTRAS;rj-rio das ostras;3;6;PICKUP;ESPECIAL;CAMPANHA MARÇO - CUPOM ESPECIAL;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2204;19,8;70,2
01/03/2024 09:04;MK24030187B4WX-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14255;;984,15
01/03/2024 09:01;01HQWY8RRD5XDT-1;SC-BLUMENAU;sc-blumenau;3;6;DELIVERY;BELEZA100;BELEZA100 - MAR24;CANCELLATION_OTHER;Outro;5433;100;621,38
01/03/2024 08:35;MK240301GY90L4-1;SP-JUNDIAI;sp-jundiai;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;6271;0;35
01/03/2024 08:25;MK2403018DA8MC-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;15017;0;112
01/03/2024 08:18;01HQWVT7WN20DP-1;AL-MACEIO;al-maceio;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13240;;32,16
01/03/2024 08:09;01HQWV8Y93VS9F-1;SC-BLUMENAU;sc-blumenau;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;5433;;721,38
01/03/2024 08:05;01HQWV12TWZZJS-1;CE-FORTALEZA;ce-fortaleza;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12557;;52,08
01/03/2024 07:16;01HQWR8G1H2B9X-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13197;;12,44
01/03/2024 00:46;01HQW1YAVW97B7-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8341;;39,99
01/03/2024 00:09;01HQVZTJF3VFK0-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2264;;56,95
29/02/2024 23:12;01HQVWGWVPVH47-1;SP-CAMPINAS;sp-campinas;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;6097;;38,22
29/02/2024 22:34;MK2402291Y8Q3B-1;SP-SAO CARLOS;sp-sao bernardo do campo;2;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13636;0;30,22
29/02/2024 21:33;01HQVPWQTGE5JJ-1;MG-GOVERNADOR VALADARES;mg-governador valadares;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1465;;184,9
29/02/2024 21:19;01HQVP38Q8AAE4-1;SP-SALTO;sp-salto;2;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_AREA_NOT_COVERED;Área de entrega não atendida;8290;0;60,38
29/02/2024 21:09;01HQVNGBPWCB7B-1;DF-BRASILIA;df-brasilia;2;5;DELIVERY;;;CANCELLATION_OTHER;Outro;13600;;88,08
29/02/2024 20:16;01HQVJF6PJWP26-2;CE-FORTALEZA;ce-fortaleza;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14407;;10,25
29/02/2024 20:14;01HQVJBN818YQ9-1;AL-MACEIO;al-maceio;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9614;;28,19
29/02/2024 20:12;01HQVJ7SYVS3X8-1;PR-SAO JOSE DOS PINHAIS;pr-sao jose dos pinhais;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12628;;24,5
29/02/2024 20:11;MK240229AGS0Y7-3;SP-SAO PAULO;sp-sao paulo;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14351;;84,99
29/02/2024 20:02;01HQVHPG2WYSJE-1;DF-BRASILIA;df-brasilia;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13586;;26,97
29/02/2024 19:31;01HQVFWP1HV6GF-2;RS-PORTO ALEGRE;rs-alvorada;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2324;;23,99
29/02/2024 19:31;01HQVFW8779S8P-1;CE-FORTALEZA;ce-maracanau;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12554;;27,63
29/02/2024 19:23;01HQVFEQADNY35-1;PB-JOAO PESSOA;pb-joao pessoa;2;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9635;;74,98
29/02/2024 18:54;01HQVDSAZY1PH1-1;MG-UBERLANDIA;mg-uberlandia;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;3122;;22,19
29/02/2024 18:51;01HQVDKC7MPMTR-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;2;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2152;0;50,99
29/02/2024 18:51;01HQVDJZ1RRPEV-1;SP-SAO PAULO;sp-ferraz de vasconcelos;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;7029;;31,61
29/02/2024 18:48;01HQVDF2BQ4R3S-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;3126;;56,95
29/02/2024 18:39;01HQVCYFD5WXEH-1;PR-CURITIBA;pr-curitiba;2;5;DELIVERY;COMPRINHA;CUPOM COMPRINHA - FEV24;CANCELLATION_GAVE_UP;Desistência do Cliente;8993;7,37;41,75
29/02/2024 18:30;01HQVCCKH6HTSZ-1;PR-PIRAQUARA;pr-pinhais;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13111;;35,98
29/02/2024 18:28;MK240229PHNDG4-1;SP-SAO PAULO;sp-sao paulo;2;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14503;0;140,2
29/02/2024 18:25;01HQVC4MATMJ59-1;CE-FORTALEZA;ce-fortaleza;2;5;DELIVERY;COMPRINHA;CUPOM COMPRINHA - FEV24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12557;7,86;44,55
29/02/2024 18:24;01HQVC1SEJ9VS4-1;PR-SAO JOSE DOS PINHAIS;pr-curitiba;2;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12573;;30,69
